,title,text
1258,the roommate,the roommate thriller  drama  horror sara  minka  kelly  )   young  design  student  iowa  arrives  college  los  angeles  eager  fit  get  know  big  city  wealthy  roommate  rebecca  leighton  meester  take  wing  show  ropes  two  become  close  begins  branch  make  friends  campus  becomes  resentful  alarmed  moves  new  boyfriend  causing  behavior  violent  turn
1259,samurai cop,"samurai cop action  crime  thriller japanese  organized  crime  imbeds  within  la  police  turn  one  man  take  deadly  yakuza  —  joe  marshall  aka  samurai  .""  fearless  swagger  rock  hard  jaw  tears  two  fisted  hole  mob  stop  job  done"
1260,birds of america,birds of america comedy  drama regular  guy  struggles  repressive  home  professional  life  well  making  amends  trouble  free  spirited  brother  sister  cause  town
1261,blind date,blind date comedy  romance bachelor  walter  davis  bruce  willis  set  sister  law  pretty  cousin  nadia  gates  kim  basinger  )   seemingly  average  blind  date  turns  chaotic  night  town  brother  ted  phil  hartman  tells  let  drink  alcohol  dismisses  warning  behavior  gets  increasingly  wild  numerous  incidents  made  even  worse  former  lover  david  john  larroquette  relentlessly  follows  around
1262,the players club,the players club drama young  single  mother  diana  struggles  provide  child  pay  college  education  ends  working  shoe  store  meets  two  strippers  nearby  gentlemen  club  convince  fast  money  made  stripping  players  however  faces  danger  heartbreak
1263,our father,our father drama two  boys  tamir  amp  amine  awake  one  morning  find  father  abandoned  family  shocked  begin  misbehave  surreptitiously  watching  movie  think  see  speaking  steal  film  examine  frames  mother  achta  eventually  despairs  sends  koranic  school  unhappy  plan  escape  eldest  boy  falls  love  deaf  girl  khalil  ).
1264,bloodbrothers,bloodbrothers drama young  man  torn  following  brothers  footsteps  striking
1265,bomba and the jungle girl,bomba and the jungle girl action  adventure  drama bomba  decides  find  parents  starts  cody  casson  diary  follows  trail  native  village  ancient  blind  woman  tells  true  ruler  murdered  current  chieftain  daughter
1266,assassin's creed,assassin's creed action  adventure  science fiction unlocked  genetic  memories  allow  relive  adventures  ancestor  15th  century  spain  callum  lynch  discovers  descendant  secret  assassins  society  gaining  incredible  knowledge  skills  poised  take  oppressive  knights  templar  present  day
1267,tolonen,tolonen documentary early  1970s  internationally  celebrated  finnish  guitarist  jukka  tolonen  chose  continue  promising  solo  career  instead  joining  bands  artists  cat  stevens  abba  however  late  90s  found  living  street  stockholm  ended  prison  2008  assaulting  girlfriend  documentary  story  letting  go  surviving  finding  new  beginning  also  sees  ’  music  live  hands  young  musicians
1268,the descendants,the descendants comedy  drama wife  elizabeth  life  support  boating  accident  hawaiian  land  baron  matt  king  takes  daughters  trip  oahu  kauai  confront  young  real  estate  broker  affair  misfortune
1269,bring it on: in it to win it,bring it on: in it to win it comedy fourth  bring  movie  set  cheerleader  camp  florida  west  side  story  musical  feel  female  captain  sharks  meeting  romancing  male  member  east  coast  jets  amid  different  team  rivalries
1270,murphy's war,murphy's war drama  war murphy  sole  survivor  crew  massacred  german  u  boat  closing  days  world  war  ii  rescued  ends  forgotten  mission  station  near  mouth  orinoco  begins  plot  vengeance  wishes  sink  means  method  imaginable  sets  make  courageous  attempt  assisted  louis  local  oil  company  administrator
1271,tin cup,tin cup comedy  drama  romance washed  golf  pro  working  driving  range  tries  qualify  us  open  order  win  heart  succesful  rival  girlfriend
1272,the broken tower,the broken tower drama  history docudrama  american  poet  hart  crane  committed  suicide  april  1932  age  32  jumping  steamship  ss  orizaba
1273,los enchiladas!,los enchiladas! comedy half  dozen  slacker  dudes  dwell  jobs  los  enchiladas  local  mexican  sit  joint  2  folks  management  authority  fill  days  creating  wild  amp  stupid  rules  working  folk  mid  film  however  manager  fled  cops  beating  crap  competing  restaurant  dancing  gyro  ...  chef  jumped  ship  join  beatnik  poet  groups  specializes  exotic  menu  writing  leaves  minimum  wage  crowd  run  place  see  fit  ....  lot  debauchery  booze  free  steak  future
1274,american outlaws,american outlaws action  western midwest  town  learns  corrupt  railroad  baron  captured  deeds  homesteads  without  knowledge  group  young  ranchers  join  forces  take  back  rightfully  become  object  biggest  manhunt  history  old  west  fame  grows  legend  leader  outlaw  name  jessie  james
1275,grand prix,grand prix action  adventure  drama grand  prix  driver  pete  aron  fired  team  crash  monaco  injures  teammate  scott  stoddard  struggles  recover  begins  drive  another  starts  dating  wife
1276,the saga of the viking women and their voyage to the waters of the great sea serpent,the saga of the viking women and their voyage to the waters of the great sea serpent adventure group  lonely  viking  women  build  ship  set  across  sea  locate  missing  menfolk  fall  clutches  barbarians  also  hold  men  captive  cameo  appearance  serpent
1277,behind that curtain,behind that curtain crime  mystery  thriller sir  george  hires  hillary  gatt  find  eric  wants  marry  lois  murdered  couple  married  run  india  old  friend  john  beetham  sympathizes  bride  sees  hubby  liar  drunk  fly  san  francisco  shows  tries  kill  scotland  yard  lt  charlie  chan  intervenes  fans  may  disappointed  globe  trotting  mystery  however  detective  played  korean  actor  e  l  park  appears  scenes  film  noteworthy  introduction  boris  karloff  sound  features  small  role  servant  sudan  mutters  inscrutable  nonsense  whims  desert
1278,in the shadow of the moon,in the shadow of the moon documentary archival  material  original  nasa  film  footage  –  much  seen  first  time  plus  interviews  surviving  astronauts  including  jim  lovell  dave  scott  john  young  gene  cernan  mike  collins  buzz  aldrin  alan  bean  edgar  mitchell  charlie  duke  harrison  schmitt
1279,howl's moving castle,howl's moving castle fantasy  animation  adventure sophie  shy  young  woman  cursed  old  body  spiteful  witch  chance  breaking  spell  lies  self  indulgent  yet  insecure  wizard  companions  legged  walking  home
1280,the wild geese,the wild geese action  thriller  war british  multinational  company  seeks  overthrow  vicious  dictator  central  africa  hires  band  largely  aged  mercenaries  london  sends  save  virtuous  imprisoned  opposition  leader  also  critically  ill  due  execution  team  performed  perfect  rescue  deal  leaving  mercenary  escape  steam  exact  revenge
1281,the secret adventures of tom thumb,the secret adventures of tom thumb animation  science fiction boy  born  size  small  doll  kidnapped  genetic  lab  must  find  way  back  father  inventive  adventure  filmed  using  stop  motion  animation  techniques
1282,midnight crossing,midnight crossing mystery  thriller blind  woman  husband  another  couple  sail  find  cash  hidden  island  near  cuba
1283,perry mason: the case of the telltale talk show host,perry mason: the case of the telltale talk show host drama dr  sheila  carlin  good  friends  della  calls  perry  pestered  someone  theory  could  somebody  works  radio  stations  arranges  interviewed  winslow  keene  also  station  owner  enrages  rest  talk  show  hosts  informing  changes  making  time  slots  night  shot  hit  man  hired  set  murder  usual  ken  swing  action  find  really
1284,our nixon,our nixon documentary never  seen  super  8  home  movies  filmed  richard  nixon  closest  aides  convicted  watergate  conspirators  offer  surprising  intimate  new  look  presidency
1285,johan falk: alla råns moder,johan falk: alla råns moder action  crime  thriller gsi  second  command  sophie  nordh  flips  gangster  leader  seth  rydell  convinces  infiltrate  rogue  military  group  first  time  chief  patrick  agrell  realizes  using  ruthless  psychopath  infiltrator  trusted  agenda
1286,pet sematary,pet sematary drama  horror dr  louis  creed  family  moves  country  house  dreams  discover  pet  cemetery  back  property  cursed  burial  ground  deep  woods  brings  dead  life  --  minor  problems  first  cat  makes  return  trip  accident  forces  heartbroken  father  contemplate  unthinkable
1287,the new babylon,the new babylon drama  history  war early  days  industrial  revolution  young  shop  worker  falls  love  soldier  goes  war
1288,rafa,rafa crime  drama  family rafa  13  years  old  kid  concerned  mother  held  police  station  driving  without  license  director  shows  day  life  teenager  lives  problematic  area  discovers  arrested  automobile  accident
1289,bride of boogedy,bride of boogedy horror  family  comedy sequel  made  television  disney  family  classic  mr  boogedy  davis  deals  return  never  ending  hunt  widow  marion  well  rival  gag  store  competitor  really  carleton  meanwhile  town  lucifer  falls  planning  big  carnival  mean  lynch  seeks  ruin  see  first
1290,the woman in white,the woman in white drama  mystery  romance  thriller young  painter  stumbles  upon  assortment  odd  characters  english  estate  hired  give  art  lessons  beautiful  laura  fairlie  among  anne  catherick  strange  woman  dressed  white  meets  forest  bears  striking  resemblance  cunning  count  fosco  hopes  obtain  inheritance  nobleman  sir  percival  glyde  plans  marry  mr  hypochondriac  stand  anyone  make  slightest  noise  eccentric  countess  dark  secret  artist  also  finds  drawn  marion  halcomb  distant  relation
